"Sign in with a passkey","Se connecter avec une clé d'accès"
"That passkey didn't work — please try again.","Cette clé d'accès n'a pas fonctionné — veuillez réessayer."
"This site serves passkeys natively.","Ce site prend en charge les clés d'accès nativement."
"Passkey second factor is not available.","Le second facteur par clé d'accès n'est pas disponible."
"Password sign-in is turned off for this site.","La connexion par mot de passe est désactivée pour ce site."
"Passkey could not be verified. Please sign in again.","La clé d'accès n'a pas pu être vérifiée. Veuillez vous reconnecter."
"A verification code is not available for this sign-in.","Aucun code de vérification n'est disponible pour cette connexion."
"A verification code could not be started for this sign-in.","Impossible de démarrer un code de vérification pour cette connexion."
"Passkeys require this site's encryption key. Contact your administrator.","Les clés d'accès nécessitent la clé de chiffrement de ce site. Contactez votre administrateur."
"Unknown enforcement event.","Événement d'obligation inconnu."
"This passkey can't complete a passwordless sign-in. Please verify another way.","Cette clé d'accès ne permet pas une connexion sans mot de passe. Veuillez vous vérifier d'une autre manière."
"Cannot merge {0} into {1}: both users have passkeys. Delete the passkeys and the WebAuthn User Handle of {0} first.","Impossible de fusionner {0} dans {1} : les deux utilisateurs ont des clés d'accès. Supprimez d'abord les clés d'accès et le Handle utilisateur WebAuthn de {0}."
"Enrollment Policy 'Enforce After Date' requires an Enforce After date. Set the date, or choose 'Enforce' to enforce immediately.","La politique d'enregistrement « Imposer après une date » nécessite une date « Imposer à partir du ». Définissez la date ou choisissez « Imposer » pour l'appliquer immédiatement."
"Grace Logins cannot be negative. Use 0 to block immediately.","Les connexions de grâce ne peuvent pas être négatives. Utilisez 0 pour bloquer immédiatement."
"Cannot enable passkeys: the 'webauthn' python package is not installed in this bench. Run bench setup requirements for the passkeys app first.","Impossible d'activer les clés d'accès : le paquet Python « webauthn » n'est pas installé dans ce bench. Exécutez d'abord bench setup requirements pour l'application passkeys."
"Cannot enable passkeys: no Relying Party ID resolves. Fix it one of two ways: set host_name in the site config (site_config.json) to this site's domain, or enter an explicit Passkey RP ID (a bare host name) in the Passkey RP ID field.","Impossible d'activer les clés d'accès : aucun identifiant de partie de confiance (RP ID) n'est résolu. Deux solutions : définissez host_name dans la configuration du site (site_config.json) sur le domaine de ce site, ou saisissez un identifiant RP explicite (un simple nom d'hôte) dans le champ Identifiant RP des clés d'accès."
"Cannot enable passkeys: this site has no encryption_key. Create the site encryption key before enabling an authentication mode.","Impossible d'activer les clés d'accès : ce site n'a pas de encryption_key. Créez la clé de chiffrement du site avant d'activer un mode d'authentification."
"Re-auth Window cannot be negative.","La fenêtre de réauthentification ne peut pas être négative."
"Passkey as Second Factor cannot be the only passkey mode while username/password login is disabled. Enable Login with Passkey or re-enable username/password login.","« Clé d'accès comme second facteur » ne peut pas être le seul mode de clé d'accès tant que la connexion par nom d'utilisateur et mot de passe est désactivée. Activez « Connexion par clé d'accès » ou réactivez la connexion par nom d'utilisateur et mot de passe."
"Passkey as Second Factor requires Two Factor Authentication to be enabled in System Settings — it is the backstop for password logins that bypass the passkey UI.","« Clé d'accès comme second facteur » nécessite l'activation de l'authentification à deux facteurs dans Paramètres système — c'est le filet de sécurité pour les connexions par mot de passe qui contournent l'interface de clé d'accès."
"No role has Two Factor Authentication enabled, so the two-factor backstop covers nobody. Consider enabling it for role 'All' in the Role list.","Aucun rôle n'a l'authentification à deux facteurs activée : le filet de sécurité à deux facteurs ne couvre donc personne. Envisagez de l'activer pour le rôle « All » dans la liste des rôles."
"Passkey as Second Factor is unusable for enrolled users while username/password login is disabled: the app's password leg cannot start, and alternate login completions are final-vetoed. Keep Login with Passkey enabled as their usable route.","« Clé d'accès comme second facteur » est inutilisable pour les utilisateurs enregistrés tant que la connexion par nom d'utilisateur et mot de passe est désactivée : l'étape mot de passe de l'application ne peut pas démarrer et les autres méthodes de connexion sont bloquées par le veto final. Laissez « Connexion par clé d'accès » activée pour qu'ils conservent un moyen de se connecter."
"Passkey change notifications are off. They are the compensating control for credential registration hijack — leave them on outside mail-less development sites.","Les notifications de changement de clé d'accès sont désactivées. Elles constituent la mesure compensatoire contre le détournement de l'enregistrement d'identifiants — laissez-les activées, sauf sur les sites de développement sans messagerie."
"Enrollment enforcement has no effect while both passkey login modes are off — enable 'Login with Passkey' or 'Passkey as Second Factor' for the policy to apply.","L'obligation d'enregistrement n'a aucun effet tant que les deux modes de connexion par clé d'accès sont désactivés — activez « Connexion par clé d'accès » ou « Clé d'accès comme second facteur » pour que la politique s'applique."
"Enforcement scope is 'Selected Roles' but no roles are listed, so the policy applies to nobody. Add the roles you want to enforce, or switch the scope to 'All Users'.","Le périmètre de l'obligation est « Rôles sélectionnés », mais aucun rôle n'est indiqué : la politique ne s'applique donc à personne. Ajoutez les rôles concernés ou passez le périmètre à « Tous les utilisateurs »."
"Incapable Device Policy is 'Block + Notify Admin': users on devices that cannot create a passkey (and cannot use a phone) will be blocked rather than nudged. Prefer 'Degrade to Nudge' if any users may be on older devices.","La politique pour appareils incompatibles est « Bloquer + avertir l'administrateur » : les utilisateurs dont l'appareil ne peut pas créer de clé d'accès (et qui ne peuvent pas utiliser de téléphone) seront bloqués au lieu d'être incités. Préférez « Revenir à l'incitation » si certains utilisateurs peuvent avoir des appareils plus anciens."
"Cannot save: this would leave no passkey-capable login mode enabled while these users allow passkey login only: {0}. Keep a passkey login mode enabled, or clear 'Passkey Only Login' on their WebAuthn User Handle records first.","Sauvegarde impossible : aucun mode de connexion par clé d'accès ne resterait activé alors que ces utilisateurs n'autorisent que la connexion par clé d'accès : {0}. Laissez un mode de connexion par clé d'accès activé, ou décochez d'abord « Connexion par clé d'accès uniquement » dans leurs fiches Handle utilisateur WebAuthn."
"The user of a WebAuthn Credential can never change.","L'utilisateur d'un identifiant WebAuthn ne peut jamais changer."
"A WebAuthn credential ID is immutable.","L'ID d'un identifiant WebAuthn est immuable."
"A WebAuthn credential ID digest is immutable.","L'empreinte de l'ID d'un identifiant WebAuthn est immuable."
"A WebAuthn credential public key is immutable.","La clé publique d'un identifiant WebAuthn est immuable."
"Backup eligibility is set at registration and can never change.","L'éligibilité à la sauvegarde est définie à l'enregistrement et ne peut jamais changer."
"The signature counter is never written downward.","Le compteur de signatures n'est jamais diminué."
"Cannot {0} the only enabled passkey of {1}: passwordless login is on for that account, so this would lock them out. Clear 'Passkey Only Login' on their WebAuthn User Handle first (or ensure another login method), then retry.","Action « {0} » impossible sur la seule clé d'accès activée de {1} : la connexion sans mot de passe est activée pour ce compte, cela le bloquerait donc. Décochez d'abord « Connexion par clé d'accès uniquement » dans son Handle utilisateur WebAuthn (ou assurez-vous qu'une autre méthode de connexion existe), puis réessayez."
"The user of a WebAuthn User Handle can never change.","L'utilisateur d'un Handle utilisateur WebAuthn ne peut jamais changer."
"A WebAuthn user handle is immutable.","Un handle utilisateur WebAuthn est immuable."
"Passkey-only login requires at least one passkey login mode to be enabled.","La connexion par clé d'accès uniquement nécessite qu'au moins un mode de connexion par clé d'accès soit activé."
"Passkey-only login requires at least one enabled passkey for user {0}.","La connexion par clé d'accès uniquement nécessite au moins une clé d'accès activée pour l'utilisateur {0}."
"Cannot enable passkeys: the current Python executable is unavailable for the dependency check.","Impossible d'activer les clés d'accès : l'exécutable Python actuel n'est pas disponible pour la vérification des dépendances."
"Cannot enable passkeys because the WebAuthn dependencies could not be imported: {0}.","Impossible d'activer les clés d'accès, car les dépendances WebAuthn n'ont pas pu être importées : {0}."
"Configure at least one exact passkey origin or set this site's host_name within the RP ID scope.","Configurez au moins une origine exacte de clé d'accès ou définissez le host_name de ce site dans la portée de l'identifiant RP."
"the dependency check exited with status {0}","la vérification des dépendances s'est terminée avec le code {0}"
"Error output: {0}","Sortie d'erreur : {0}"
"Passkey RP ID must be a bare host name without scheme, port or path: {0}","L'identifiant RP des clés d'accès doit être un simple nom d'hôte, sans schéma, port ni chemin : {0}"
"the dependency check timed out after {0} seconds","la vérification des dépendances a expiré après {0} secondes"
"the Python child process could not start: {0}","le processus enfant Python n'a pas pu démarrer : {0}"
"Invalid passkey origin {0}: expected scheme://host[:port], one per line","Origine de clé d'accès invalide {0} : format attendu scheme://host[:port], une par ligne"
"Origin {0} cannot use RP ID {1}: its host must equal the RP ID or be a subdomain of it. Serving multiple unrelated domains requires Related Origin Requests, which is deferred.","L'origine {0} ne peut pas utiliser l'identifiant RP {1} : son hôte doit être égal à l'identifiant RP ou en être un sous-domaine. Servir plusieurs domaines sans rapport nécessite les Related Origin Requests, qui ne sont pas encore prises en charge."
"Invalid Trusted App Origin {0}: only android:apk-key-hash:<hash> entries are supported. iOS needs no entry here; configure its https://<RP ID> value under Passkey Origins.","Origine d'application de confiance invalide {0} : seules les entrées android:apk-key-hash:<hash> sont prises en charge. iOS ne nécessite aucune entrée ici ; configurez sa valeur https://<RP ID> dans Origines des clés d'accès."
"Invalid Trusted App Origin {0}: the hash must be an unpadded base64url SHA-256 of the app-signing certificate (43 characters from A-Z a-z 0-9 - _). Use Google's Play app-signing certificate, not the upload key.","Origine d'application de confiance invalide {0} : le hash doit être un SHA-256 en base64url sans remplissage du certificat de signature de l'application (43 caractères parmi A-Z a-z 0-9 - _). Utilisez le certificat de signature d'application de Google Play, et non la clé d'importation."
"Passkey origin {0} must use HTTPS (http is allowed only for localhost while developer mode is on)","L'origine de clé d'accès {0} doit utiliser HTTPS (http n'est autorisé que pour localhost lorsque le mode développeur est activé)"
"Raise adoption with an Enrollment Policy, then set 'Passwordless login only' for covered users.","Augmentez l'adoption avec une politique d'enregistrement, puis activez « Connexion sans mot de passe uniquement » pour les utilisateurs concernés."
"Enrollment is enforcing — once users enroll, set 'Passwordless login only' for the users you want to fully cover.","L'obligation d'enregistrement est active — une fois les clés d'accès enregistrées, activez « Connexion sans mot de passe uniquement » pour les utilisateurs que vous voulez couvrir entièrement."
"Custom apps may add their own login methods.","Des applications personnalisées peuvent ajouter leurs propres méthodes de connexion."
"A custom app can register its own auth hooks or login endpoints, which cannot be detected deterministically.","Une application personnalisée peut enregistrer ses propres hooks d'authentification ou points de connexion, qui ne peuvent pas être détectés de façon déterministe."
"Review any custom login code separately — this checklist covers stock Frappe only.","Examinez séparément tout code de connexion personnalisé — cette liste de contrôle ne couvre que Frappe standard."
"Security posture could not be fully determined.","La posture de sécurité n'a pas pu être entièrement déterminée."
"One or more stock authentication settings could not be read.","Un ou plusieurs paramètres d'authentification standard n'ont pas pu être lus."
"Retry the check and inspect the failed System Settings, Social Login, or LDAP configuration.","Relancez la vérification et examinez la configuration en échec : Paramètres système, connexion sociale ou LDAP."
"Passkeys are not an active login factor.","Les clés d'accès ne sont pas un facteur de connexion actif."
"No passkey login mode is on, so every sign-in uses another method.","Aucun mode de connexion par clé d'accès n'est activé : chaque connexion utilise donc une autre méthode."
"Turn on 'Login with Passkey' or 'Passkey as Second Factor' above to start.","Activez « Connexion par clé d'accès » ou « Clé d'accès comme second facteur » ci-dessus pour commencer."
"Password sign-in is enabled.","La connexion par mot de passe est activée."
"Any user can sign in with a username and password instead of a passkey.","Tout utilisateur peut se connecter avec un nom d'utilisateur et un mot de passe au lieu d'une clé d'accès."
"Turn on 'Disable Username/Password Login' in System Settings to remove it site-wide, or set 'Passwordless login only' per user (needs 2+ passkeys).","Activez « Désactiver la connexion par nom d'utilisateur/mot de passe » dans Paramètres système pour la supprimer sur tout le site, ou activez « Connexion sans mot de passe uniquement » par utilisateur (nécessite au moins 2 clés d'accès)."
"OTP fallback is enabled for passkey second factor.","Le repli OTP est activé pour le second facteur par clé d'accès."
"An enrolled user can finish password sign-in with a verification code instead of a passkey.","Un utilisateur enregistré peut terminer une connexion par mot de passe avec un code de vérification au lieu d'une clé d'accès."
"Turn off 'Allow OTP Fallback' to require the passkey leg for enrolled users.","Désactivez « Autoriser le repli OTP » pour exiger l'étape clé d'accès des utilisateurs enregistrés."
"A user can sign in through these identity providers without a passkey.","Un utilisateur peut se connecter via ces fournisseurs d'identité sans clé d'accès."
"Disable these Social Login Keys, or accept that these providers can bypass passkeys.","Désactivez ces clés de connexion sociale, ou acceptez que ces fournisseurs puissent contourner les clés d'accès."
"LDAP sign-in is enabled.","La connexion LDAP est activée."
"A user can sign in with their LDAP / Active Directory password instead of a passkey.","Un utilisateur peut se connecter avec son mot de passe LDAP / Active Directory au lieu d'une clé d'accès."
"Disable LDAP in LDAP Settings, or accept that LDAP logins can bypass passkeys.","Désactivez LDAP dans Paramètres LDAP, ou acceptez que les connexions LDAP puissent contourner les clés d'accès."
"a verification code","un code de vérification"
"Login with email link is enabled.","La connexion par lien e-mail est activée."
"A user can sign in through an emailed link without a passkey.","Un utilisateur peut se connecter via un lien envoyé par e-mail sans clé d'accès."
"Turn off 'Login with Email Link' in System Settings.","Désactivez « Connexion par lien e-mail » dans Paramètres système."
"Password reset by email is available.","La réinitialisation du mot de passe par e-mail est disponible."
"Anyone who controls a user's email can reset the password and then sign in without a passkey.","Toute personne qui contrôle l'e-mail d'un utilisateur peut réinitialiser le mot de passe, puis se connecter sans clé d'accès."
"This is inherent to password sign-in — disable password sign-in to remove it.","C'est inhérent à la connexion par mot de passe — désactivez la connexion par mot de passe pour le supprimer."
"Cloned-authenticator hard-fail is off.","L'échec strict en cas d'authentificateur cloné est désactivé."
"A sign-count regression (a possible cloned passkey) is flagged and the owner notified, but the sign-in still succeeds.","Une régression du compteur de signatures (une clé d'accès peut-être clonée) est signalée et le propriétaire est averti, mais la connexion réussit quand même."
"Turn on 'Reject on sign-count regression' to hard-fail a suspected clone (may lock out authenticators with buggy counters).","Activez « Échec strict en cas de régression du compteur de signatures » pour refuser une clé suspectée d'être clonée (peut bloquer les authentificateurs dont le compteur est défectueux)."
"Passkey management stays authorized for this long after a sign-in or re-auth.","La gestion des clés d'accès reste autorisée pendant cette durée après une connexion ou une réauthentification."
"Lower 'Re-auth Window (seconds)' if management should re-verify sooner.","Réduisez « Fenêtre de réauthentification (secondes) » si la gestion doit redemander une vérification plus tôt."
"No stock bypass paths detected — passkeys are the only stock way to sign in.","Aucun contournement standard détecté — les clés d'accès sont le seul moyen standard de se connecter."
"Passkeys are not an active login factor on this site.","Les clés d'accès ne sont pas un facteur de connexion actif sur ce site."
"password sign-in","connexion par mot de passe"
"OTP fallback","repli OTP"
"social login","connexion sociale"
"Enrolled users cannot finish these login paths without this app's passkey leg.","Les utilisateurs enregistrés ne peuvent pas terminer ces connexions sans l'étape clé d'accès de cette application."
"Keep 'Login with Passkey' on for enrolled accounts that rely on social login, or ensure they can start the app's password-to-passkey flow.","Laissez « Connexion par clé d'accès » activée pour les comptes enregistrés qui dépendent de la connexion sociale, ou assurez-vous qu'ils peuvent démarrer le parcours mot de passe puis clé d'accès de l'application."
"LDAP sign-in","connexion LDAP"
"Enrolled users cannot finish LDAP login without this app's passkey leg.","Les utilisateurs enregistrés ne peuvent pas terminer une connexion LDAP sans l'étape clé d'accès de cette application."
"Keep 'Login with Passkey' on for enrolled LDAP-only accounts, or ensure they can start the app's password-to-passkey flow.","Laissez « Connexion par clé d'accès » activée pour les comptes enregistrés qui n'utilisent que LDAP, ou assurez-vous qu'ils peuvent démarrer le parcours mot de passe puis clé d'accès de l'application."
"Two Factor Authentication is off.","L'authentification à deux facteurs est désactivée."
"Passkey as Second Factor requires core Two Factor Authentication as a defence-in-depth floor. The final login veto still blocks enrolled users, but this configuration is unsupported.","« Clé d'accès comme second facteur » exige l'authentification à deux facteurs du cœur comme socle de défense en profondeur. Le veto final à la connexion bloque toujours les utilisateurs enregistrés, mais cette configuration n'est pas prise en charge."
"Enable 'Two Factor Authentication' in System Settings.","Activez « Authentification à deux facteurs » dans Paramètres système."
"This is the required core floor behind the app's final-login veto.","C'est le socle requis du cœur, derrière le veto final à la connexion de l'application."
"No change needed — this is the intended second-factor floor.","Aucun changement nécessaire — c'est le socle de second facteur prévu."
"email-link sign-in","connexion par lien e-mail"
"Enrolled users cannot finish email-link login without this app's passkey leg.","Les utilisateurs enregistrés ne peuvent pas terminer une connexion par lien e-mail sans l'étape clé d'accès de cette application."
"Keep 'Login with Passkey' on for enrolled email-link-only accounts, or ensure they can start the app's password-to-passkey flow.","Laissez « Connexion par clé d'accès » activée pour les comptes enregistrés qui n'utilisent que le lien e-mail, ou assurez-vous qu'ils peuvent démarrer le parcours mot de passe puis clé d'accès de l'application."
"Everyone else can still fall back to a password, so passkeys are optional for them.","Tous les autres peuvent encore se rabattre sur un mot de passe : les clés d'accès restent donc facultatives pour eux."
"Users can still sign in without a passkey via: {0}.","Les utilisateurs peuvent encore se connecter sans clé d'accès via : {0}."
"Social login is enabled: {0}.","La connexion sociale est activée : {0}."
"Re-auth window is {0} seconds.","La fenêtre de réauthentification est de {0} secondes."
"Two Factor Authentication is on ({0}).","L'authentification à deux facteurs est activée ({0})."
"{0} of {1} users use passwordless-only login.","{0} utilisateur(s) sur {1} utilisent la connexion sans mot de passe uniquement."
"Confirm it's you to manage passkeys.","Confirmez votre identité pour gérer les clés d'accès."
"You've hit the rate limit. Please try again shortly.","Vous avez atteint la limite de requêtes. Veuillez réessayer dans un instant."
"assetlinks.json is not configured.","assetlinks.json n'est pas configuré."
"apple-app-site-association is not configured.","apple-app-site-association n'est pas configuré."
"Passkeys are served natively by this site.","Les clés d'accès sont prises en charge nativement par ce site."
"Passkey Enforcement Role","Rôle soumis à l'obligation de clé d'accès"
"Role","Rôle"
"Passkey Settings","Paramètres des clés d'accès"
"Login Modes","Modes de connexion"
"Login with Passkey","Connexion par clé d'accès"
"Passwordless first-factor login with a passkey (and the login page UI)","Connexion sans mot de passe en premier facteur avec une clé d'accès (et l'interface de la page de connexion)"
"Passkey as Second Factor","Clé d'accès comme second facteur"
"Use a passkey as the second factor after password login; requires Two Factor Authentication to be enabled in System Settings","Utiliser une clé d'accès comme second facteur après la connexion par mot de passe ; nécessite l'activation de l'authentification à deux facteurs dans Paramètres système"
"Allow OTP Fallback for Passkey Second Factor","Autoriser le repli OTP pour le second facteur par clé d'accès"
"Allow a mid-flow fallback to the configured OTP method when the passkey second factor fails","Autoriser, en cours de connexion, un repli vers la méthode OTP configurée lorsque le second facteur par clé d'accès échoue"
"Relying Party","Partie de confiance"
"Passkey RP ID","Identifiant RP des clés d'accès"
"Changing the RP ID invalidates every existing passkey. This cannot be undone. Blank resolves to the exact host of the site's configured host_name when a login mode is enabled.","Modifier l'identifiant RP invalide toutes les clés d'accès existantes. Cette action est irréversible. Laissé vide, il correspond à l'hôte exact du host_name configuré pour le site lorsqu'un mode de connexion est activé."
"Passkey Origins","Origines des clés d'accès"
"Additional allowed origins, one per line (explicit ports allowed). Each must be HTTPS and within the RP ID's scope.","Origines autorisées supplémentaires, une par ligne (ports explicites autorisés). Chacune doit utiliser HTTPS et se trouver dans la portée de l'identifiant RP."
"Resolved Configuration","Configuration résolue"
"Mobile Apps","Applications mobiles"
"Trusted App Origins","Origines d'applications de confiance"
"Native app origins that may assert the site's passkeys, one per line. A native Android app presents android:apk-key-hash:<hash>, where <hash> is the unpadded base64url SHA-256 of its signing certificate; use Google's Play app-signing certificate (Play Console → App integrity → App signing), NOT the upload key. iOS needs no entry here; configure its https://<RP ID> value under Passkey Origins. Serve the association files (assetlinks.json / apple-app-site-association) so a native app can share these passkeys; see docs/mobile-apps.md.","Origines d'applications natives autorisées à utiliser les clés d'accès du site, une par ligne. Une application Android native présente android:apk-key-hash:<hash>, où <hash> est le SHA-256 en base64url sans remplissage de son certificat de signature ; utilisez le certificat de signature d'application de Google Play (Play Console → Intégrité de l'application → Signature d'application), et NON la clé d'importation. iOS ne nécessite aucune entrée ici ; configurez sa valeur https://<RP ID> dans Origines des clés d'accès. Publiez les fichiers d'association (assetlinks.json / apple-app-site-association) pour qu'une application native puisse partager ces clés d'accès ; voir docs/mobile-apps.md."
"Android Package Name","Nom du package Android"
"Android application id for the served /.well-known/assetlinks.json, e.g. com.example.app. Leave blank to omit assetlinks.json.","Identifiant de l'application Android pour le fichier /.well-known/assetlinks.json publié, par ex. com.example.app. Laissez vide pour ne pas publier assetlinks.json."
"Android Signing Certificate SHA-256 Fingerprints","Empreintes SHA-256 du certificat de signature Android"
"SHA-256 signing-certificate fingerprint(s) for assetlinks.json, one per line (hex; colons optional). Use Google's Play app-signing certificate (Play Console → App integrity → App signing); include the upload key too during rollout. Required together with the package name to serve assetlinks.json.","Empreinte(s) SHA-256 du certificat de signature pour assetlinks.json, une par ligne (hexadécimal ; deux-points facultatifs). Utilisez le certificat de signature d'application de Google Play (Play Console → Intégrité de l'application → Signature d'application) ; ajoutez aussi la clé d'importation pendant le déploiement. Obligatoire avec le nom du package pour publier assetlinks.json."
"iOS Team ID","Team ID iOS"
"Apple Team ID (App ID Prefix) for the served /.well-known/apple-app-site-association, e.g. ABCDE12345.","Team ID Apple (préfixe de l'App ID) pour le fichier /.well-known/apple-app-site-association publié, par ex. ABCDE12345."
"iOS Bundle ID","Bundle ID iOS"
"iOS bundle identifier for apple-app-site-association, e.g. com.example.app. Team ID and Bundle ID are both required to serve the file.","Identifiant de bundle iOS pour apple-app-site-association, par ex. com.example.app. Le Team ID et le Bundle ID sont tous deux requis pour publier le fichier."
"Enrollment","Enregistrement"
"Enrollment Policy","Politique d'enregistrement"
"The adoption ladder rung. Off: no prompt. Nudge: cadence-capped, dismissible enrollment prompt. Enforce: in-scope users must register a passkey to keep using the app (recovery stays available). Enforce After Date: behaves as Nudge until the date, then Enforce. Enforce is a post-login interstitial: the session already exists before it runs, so it raises friction toward enrollment but is not a server-side authentication block.","Le niveau d'adoption. Désactivé : aucune invitation. Inciter : invitation à enregistrer une clé d'accès, ignorable et à fréquence limitée. Imposer : les utilisateurs concernés doivent enregistrer une clé d'accès pour continuer à utiliser l'application (la récupération reste possible). Imposer après une date : se comporte comme Inciter jusqu'à la date, puis comme Imposer. Imposer est un écran intermédiaire après la connexion : la session existe déjà avant son affichage, il pousse donc vers l'enregistrement sans être un blocage d'authentification côté serveur."
"Enforce After","Imposer à partir du"
"Enforcement begins on this date (evaluated against the server clock on every request). Before it, the policy behaves as Nudge; a past date behaves as immediate Enforce.","L'obligation commence à cette date (évaluée selon l'horloge du serveur à chaque requête). Avant cette date, la politique se comporte comme Inciter ; une date passée équivaut à Imposer immédiatement."
"Maximum Nudge Prompts","Nombre maximal d'incitations"
"How many times the dismissible enrollment nudge may appear before it stops. Applies to Nudge, to 'Enforce After Date' before its date, and to devices that cannot create a passkey under 'Degrade to Nudge'.","Nombre de fois où l'incitation ignorable à enregistrer une clé d'accès peut s'afficher avant de s'arrêter. S'applique à Inciter, à « Imposer après une date » avant la date, et aux appareils qui ne peuvent pas créer de clé d'accès avec « Revenir à l'incitation »."
"Nudge Cooldown (Days)","Délai entre incitations (jours)"
"Minimum days between nudge prompts. Applies wherever Maximum Nudge Prompts applies.","Nombre minimal de jours entre deux incitations. S'applique partout où s'applique le nombre maximal d'incitations."
"Conditional Create","Création conditionnelle"
"Silently upgrade password users to a passkey where the browser supports conditional create","Passer silencieusement les utilisateurs à mot de passe à une clé d'accès lorsque le navigateur prend en charge la création conditionnelle"
"Enforcement Scope","Périmètre de l'obligation"
"Whether enforcement applies to everyone or only to users holding one of the selected roles.","Indique si l'obligation s'applique à tous ou uniquement aux utilisateurs ayant l'un des rôles sélectionnés."
"Enforce for Roles","Imposer pour les rôles"
"A user is in scope for enforcement if they hold any of these roles.","Un utilisateur est concerné par l'obligation s'il possède l'un de ces rôles."
"Always Enforce for Privileged Users","Toujours imposer aux utilisateurs privilégiés"
"Users holding a privileged role (System Manager) stay in the enforcement scope even when Scope is Selected Roles. Industry practice enforces the strongest authentication for administrators first.","Les utilisateurs ayant un rôle privilégié (System Manager) restent dans le périmètre de l'obligation même lorsque le périmètre est Rôles sélectionnés. Les bonnes pratiques du secteur imposent en priorité l'authentification la plus forte aux administrateurs."
"Grace Logins","Connexions de grâce"
"How many more sign-ins an in-scope user may defer the enrollment prompt before it becomes blocking. Covers brand-new users' first session; 0 blocks immediately.","Nombre de connexions supplémentaires pendant lesquelles un utilisateur concerné peut reporter l'invitation à enregistrer une clé d'accès avant qu'elle ne devienne bloquante. Couvre la première session des nouveaux utilisateurs ; 0 bloque immédiatement."
"Incapable Device Policy","Politique pour appareils incompatibles"
"What to do when a device genuinely cannot create a passkey (no platform authenticator and no cross-device option). Degrade to Nudge never locks the device out; Block + Notify Admin keeps prompting and records a risk event instead.","Que faire lorsqu'un appareil ne peut vraiment pas créer de clé d'accès (aucun authentificateur intégré ni option multi-appareils). Revenir à l'incitation ne bloque jamais l'appareil ; Bloquer + avertir l'administrateur continue d'afficher l'invitation et enregistre plutôt un événement de risque."
"Allow Hybrid (Phone / QR) Enrollment","Autoriser l'enregistrement hybride (téléphone / QR)"
"On a device with no platform authenticator, offer enrollment via a phone / QR code (cross-device) so capable-via-phone users are not dead-ended.","Sur un appareil sans authentificateur intégré, proposer l'enregistrement via un téléphone / un code QR (multi-appareils) afin que les utilisateurs disposant d'un téléphone compatible ne soient pas bloqués."
"Security","Sécurité"
"Hard-fail on Sign Count Regression","Échec strict en cas de régression du compteur de signatures"
"Reject logins on a signature-counter regression instead of logging and flagging the credential","Refuser les connexions en cas de régression du compteur de signatures au lieu de simplement journaliser et signaler l'identifiant"
"Maximum Passkeys per User","Nombre maximal de clés d'accès par utilisateur"
"Re-authentication Window (Seconds)","Fenêtre de réauthentification (secondes)"
"Seconds a fresh login or re-authentication satisfies the sudo gate for passkey management","Nombre de secondes pendant lesquelles une connexion ou une réauthentification récente suffit pour gérer les clés d'accès sans nouvelle vérification"
"Allow First Enrollment on Weak Login","Autoriser le premier enregistrement après une connexion faible"
"Let accounts without a usable password (social login only) enroll their first passkey shortly after an interactive login","Permettre aux comptes sans mot de passe utilisable (connexion sociale uniquement) d'enregistrer leur première clé d'accès peu après une connexion interactive"
"Notifications","Notifications"
"Notify on Passkey Changes","Notifier les changements de clés d'accès"
"Email the user when a passkey is added, removed, disabled or flagged. This is the compensating control for registration hijack — leave it on outside mail-less development sites.","Envoyer un e-mail à l'utilisateur lorsqu'une clé d'accès est ajoutée, supprimée, désactivée ou signalée. C'est la mesure compensatoire contre le détournement de l'enregistrement — laissez-la activée, sauf sur les sites de développement sans messagerie."
"Notify on Password Fallback","Notifier le repli sur mot de passe"
"Email the user when a passkey holder signs in with a weaker method","Envoyer un e-mail à l'utilisateur lorsqu'un détenteur de clé d'accès se connecte avec une méthode plus faible"
"Notify on Password Login by Passkey Holder","Notifier la connexion par mot de passe d'un détenteur de clé d'accès"
"Record a risk event when a user who has a passkey signs in with their password instead (Activity Log telemetry; off by default)","Enregistrer un événement de risque lorsqu'un utilisateur possédant une clé d'accès se connecte plutôt avec son mot de passe (télémétrie du journal d'activité ; désactivé par défaut)"
"WebAuthn Credential","Identifiant WebAuthn"
"User","Utilisateur"
"Label","Libellé"
"User-renamable nickname; defaults to the authenticator provider name","Nom modifiable par l'utilisateur ; par défaut, le nom du fournisseur de l'authentificateur"
"Enabled","Activé"
"Soft-disable without delete (admin revocation keeps the row for forensics)","Désactivation sans suppression (la révocation par un administrateur conserve la ligne à des fins d'investigation)"
"Credential ID","ID de l'identifiant"
"base64url; the spec allows up to 1023 bytes","base64url ; la spécification autorise jusqu'à 1023 octets"
"Credential ID SHA-256","SHA-256 de l'ID de l'identifiant"
"SHA-256 hex of the raw credential id — the lookup and global-uniqueness key","SHA-256 hexadécimal de l'ID brut de l'identifiant — la clé de recherche et d'unicité globale"
"Public Key","Clé publique"
"base64url COSE public key bytes, stored verbatim","Octets de la clé publique COSE en base64url, stockés tels quels"
"Sign Count","Compteur de signatures"
"WebAuthn uint32 counter; updated upward only, never regressed","Compteur uint32 WebAuthn ; mis à jour uniquement à la hausse, jamais diminué"
"Transports","Transports"
"JSON list stored verbatim, unknown values kept","Liste JSON stockée telle quelle, valeurs inconnues conservées"
"AAGUID","AAGUID"
